ticker,return,volatility,draw_down,max_draw_down,sharpe
Avg_SP500,1.3314522903,0.2914419941,-0.2636115417,-0.5883285466,0.1986457842
industrials,1.0526899788,0.2748346425,-0.2130592651,-0.588505482,0.2236172803
health_care,1.8802022405,0.2490466089,-0.2128365062,-0.5022984859,0.2340417902
information_technology,1.492072414,0.2926924459,-0.2602543771,-0.58519332,0.1844558474
consumer_discretionary,0.87343901,0.2890474564,-0.351078866,-0.621003437,0.1619776157
utilities,0.7320256021,0.2034806582,-0.1284213711,-0.4761959169,0.2674101696
financials,0.3521957531,0.3807212744,-0.4647730553,-0.6883748998,0.0533184284
materials,1.5869106562,0.284774042,-0.2217458979,-0.6160174209,0.235020094
consumer_staples,2.5376048998,0.189644745,-0.1557446296,-0.4137747217,0.2737811589
real_estate,1.567450239,0.3956443656,-0.2709779943,-0.6985796066,0.2239825946
energy,2.561735171,0.3246808561,-0.0944439505,-0.6337228375,0.3233344301
telecommunications_services,-0.0345276655,0.2984644754,-0.3794530117,-0.5854462615,0.0003618641
MMM,0.4950060026,0.196813852,-0.2647874565,-0.5435512501,0.2083988235
AYI,2.0447975132,0.3211972378,-0.0380972595,-0.617340206,0.3665316982
ALK,0.9057129587,0.444770495,-0.4983743614,-0.7576301616,0.1497013391
ALLE,0,0,0,0,0
AAL,-0.6694300518,0.6514707004,-0.9088082902,-0.9720413026,-0.160786151
AME,2.1683200026,0.2414770824,-0.0028431119,-0.534252424,0.5059731336
ARNC,-0.4476715734,0.3998312061,-0.7626341509,-0.8829468027,-0.1440891749
BA,1.2062462357,0.2503448469,-0.10774507,-0.7147893767,0.3287863404
CHRW,2.6140187334,0.2879311926,0,-0.4237844278,0.4759560117
CAT,1.6333700095,0.2927361039,-0.1014851888,-0.7343821524,0.3471608025
CTAS,-0.2160106648,0.2339030149,-0.4535679878,-0.6136559165,-0.102746675
CSX,2.5544880886,0.3015648042,-0.0388997079,-0.6955463077,0.4481834454
CMI,6.5631217405,0.4034133411,-0.0454781705,-0.7565338298,0.5556359458
DE,1.6694066825,0.3254897438,-0.0395846853,-0.7326186815,0.3168278988
DAL,-0.4353281853,0.4758464519,-0.8103281853,-0.8172942817,-0.1166910577
DOV,0.7082961278,0.2530507301,-0.2329850579,-0.5838870938,0.2172954738
DNB,0.8836760908,0.1929389138,-0.0197850513,-0.3867719415,0.3386741217
ETN,1.0873783292,0.2614312409,-0.1390641838,-0.689738845,0.2919876397
EMR,1.252567782,0.2480895317,-0.0264274691,-0.5611428723,0.3408457217
EFX,0.2522404301,0.2288122132,-0.2195733168,-0.5682293407,0.099378941
EXPD,1.2489327465,0.3137767391,-0.0795200893,-0.5808438767,0.268933828
FAST,2.1384320206,0.3019949634,-0.0282453638,-0.5195971114,0.4010604095
FDX,0.3927024505,0.2631296729,-0.4293154979,-0.7131043918,0.1279431691
FLS,4.6988661764,0.3800834279,-0.0923566879,-0.7310483064,0.499902254
FLR,1.8673938059,0.3711477953,-0.0478955007,-0.6997753553,0.2991851579
FTV,0,0,0,0,0
FBHS,0,0,0,0,0
GD,1.145764061,0.207090529,-0.0168090009,-0.6102026227,0.3829574614
GE,-0.2545217519,0.2764478197,-0.7137166975,-0.8269038221,-0.1046647284
GWW,1.5325673658,0.2220083001,-0.0505103707,-0.3744924343,0.4384378987
HON,0.8883636659,0.240347388,-0.0287957866,-0.6170794511,0.2729720876
ITW,0.659893961,0.2243013027,-0.1227948667,-0.5488540848,0.23165278
IR,0.6633796562,0.3128280329,-0.4494710345,-0.7793281052,0.1668029221
JBHT,2.7385095636,0.3183744705,0,-0.5306664507,0.4425554177
JCI,0.4060371292,0.2612382415,-0.4213309349,-0.7007503044,0.1326402786
KSU,1.9916736053,0.3565307683,-0.1049125729,-0.7705454545,0.3246960193
LLL,1.0915417884,0.2047625421,-0.0442338073,-0.4891860553,0.3738432645
LMT,0.9112393813,0.2073965467,-0.0838591903,-0.5056790474,0.3225295418
MAS,-0.2899467197,0.3490456614,-0.8158106832,-0.8872899844,-0.0964019713
NLSN,0,0,0,0,0
NSC,2.2482403211,0.286511226,-0.0566426365,-0.6287392484,0.4362092598
NOC,0.6948233017,0.200153113,-0.1245752546,-0.5868217805,0.2705534109
PCAR,1.4637968378,0.327582743,0,-0.6611239238,0.2879310616
PH,1.4574142735,0.272781771,0,-0.6691288743,0.34473543
PNR,-0.0692582128,0.3565703584,-0.5041678129,-0.7033573409,-0.0200487618
PWR,1.5949868074,0.4345818125,-0.3852242744,-0.6956274844,0.2301311656
RTN,0.9528975079,0.1905609371,-0.2031288745,-0.4896929645,0.3631044872
RSG,1.0725550109,0.2288232904,-0.0575692964,-0.5412811421,0.3302469556
RHI,0.4873150673,0.3213896188,-0.1779583904,-0.6565030061,0.1259505646
ROK,1.6901254518,0.3120443541,-0.18026413,-0.7584423126,0.3332126028
COL,1.6217708356,0.2343840928,-0.0130744849,-0.6228823746,0.4315160526
ROP,2.175683854,0.2748610338,0,-0.500305035,0.445466411
R,0.9213176057,0.3281802307,-0.1522714278,-0.7403121322,0.2055350634
LUV,-0.2702157533,0.3011869164,-0.7055017871,-0.7417415251,-0.102917662
SRCL,1.6348754448,0.2275945843,-0.0085409253,-0.2925737224,0.4468007755
TXT,0.1468961139,0.4399377716,-0.7908476824,-0.9471840807,0.0313560874
TDG,1.4730897227,0.2531328544,-0.0800829876,-0.517035266,0.3742427539
UNP,1.6888790533,0.2640676289,-0.0521917034,-0.5943448977,0.3935581644
UAL,-0.4333880239,0.6540458962,-0.9008666582,-0.9347325638,-0.0844025533
UPS,0.1551301997,0.2004230215,-0.3305711989,-0.5171729936,0.072446494
URI,-0.1361368496,0.4688655078,-0.7840342124,-0.9193505456,-0.0309721379
UTX,1.102966268,0.2088751242,-0.0290776305,-0.526487635,0.3692898241
VRSK,0.05,0.0530304369,-0.0056818182,-0.1212903226,0.0921919206
WM,0.6000486271,0.2030505364,-0.0665322581,-0.4152410847,0.2369157827
XYL,0,0,0,0,0
ABT,0.4157106007,0.1792443295,-0.1392885589,-0.2893715743,0.1972730189
ABBV,0,0,0,0,0
AET,0.8356143571,0.3357005479,-0.1495885106,-0.7036506081,0.1864595792
A,0.5942971486,0.2927621854,-0.3776888444,-0.6920792079,0.163028802
AGN,0.0468711045,0.2319540481,-0.4824233358,-0.577275504,0.0197851623
ALXN,4.8227114716,0.36449222,-0.281575898,-0.4678431373,0.5283093742
ABC,0.7423775719,0.2185050767,-0.2986287184,-0.5018798866,0.2611931954
AMGN,-0.1795721603,0.2325185172,-0.3978608014,-0.536149472,-0.084253844
ANTM,0,0,0,0,0
BCR,1.4239942945,0.1797826382,-0.0686707493,-0.2870007471,0.5147388123
BAX,1.0332362275,0.1952764961,-0.0404,-0.344808789,0.3764452385
BDX,1.0559781416,0.1811829396,-0.0992602223,-0.3408571667,0.4123189466
BIIB,0.3655826558,0.357625895,-0.1357723577,-0.5270876257,0.0884604901
BSX,-0.7960358056,0.32886014,-0.8248081841,-0.8803754639,-0.4467956456
BMY,0.231373036,0.2068570525,-0.1944673877,-0.4268395779,0.1016285746
CAH,-0.25750098,0.2512322307,-0.5644648231,-0.6178361049,-0.1167165402
HSIC,1.1513493112,0.2107286369,0,-0.4778146218,0.3776769904
CELG,6.3870864118,0.3391718228,0,-0.5064277367,0.6523906972
CNC,0.555089968,0.4015275107,-0.0627310821,-0.6441947566,0.1123812257
CERN,7.0362745098,0.3033813382,0,-0.5174942704,0.7633920096
CI,1.0659976564,0.3719265312,-0.4218737584,-0.8433600835,0.202264535
DHR,1.357956172,0.2077213678,-0.0277900309,-0.4574594029,0.431003837
DVA,2.3525219298,0.2266968222,-0.019371345,-0.3635953705,0.5670036238
XRAY,0.6934388488,0.2122179231,0,-0.5284392945,0.2547664152
EW,2.0383416459,0.2005958359,-0.1845386534,-0.3199335046,0.5857142821
EVHC,0,0,0,0,0
ESRX,4.5969961155,0.2877323053,-0.2167662152,-0.4342614076,0.6529017284
GILD,1.6480331263,0.2779712076,-0.1069703244,-0.3437828371,0.367801156
HCA,0,0,0,0,0
HOLX,3.8714395689,0.3831142103,-0.0161662818,-0.7365319865,0.447618631
HUM,1.8338658147,0.3584691772,-0.0063897764,-0.7842032651,0.3061251281
IDXX,2.5182857143,0.2536152438,-0.022,-0.5727520436,0.5283409933
ILMN,26.9160839161,0.4591262015,-0.0104895105,-0.5784886811,0.8600041158
INCY,1.2118320611,0.5796676971,-0.608778626,-0.8349436393,0.1424670843
ISRG,22.0504619758,0.4450405748,-0.1414356787,-0.7588730643,0.8277926116
JNJ,0.4096437569,0.1435619992,-0.0760692009,-0.3441885478,0.2432099012
LH,1.4084484584,0.181986826,-0.0936102236,-0.3426289926,0.5046446121
LLY,-0.3689604121,0.2093431524,-0.5268661211,-0.5767001305,-0.2148500496
MNK,0,0,0,0,0
MCK,0.9070391922,0.2542625806,-0.3372150419,-0.5767582794,0.2621577733
MDT,-0.0624949412,0.2101988749,-0.4607605078,-0.5763989112,-0.0305899397
MRK,-0.2349754031,0.2709190193,-0.5424875383,-0.6332110396,-0.0975153875
MTD,2.0427489178,0.2326034506,-0.0638528139,-0.6143074068,0.5058126748
MYL,-0.0593307429,0.3051009534,-0.7456578438,-0.7876342968,-0.0199778811
PDCO,0.3191481966,0.2615979492,-0.2703202657,-0.6944755506,0.1073189207
PKI,0.7377041668,0.289825653,-0.1561885587,-0.6263379633,0.1959394604
PRGO,2.8642355902,0.2709939919,-0.1913296041,-0.5508651091,0.5338746221
PFE,-0.3637081027,0.2141745437,-0.5716372374,-0.6260940669,-0.2063073125
DGX,0.729235909,0.2035837055,-0.1299787169,-0.3625695211,0.2764089422
REGN,0.477443609,0.4869708005,-0.7098997494,-0.7924232235,0.0817027081
SYK,0.6067320446,0.2297551721,-0.0810232352,-0.5862311822,0.2112800142
COO,0.0324609617,0.3203603101,-0.6894874292,-0.8690145045,0.0099836029
TMO,1.4012143858,0.2356202735,-0.0191499299,-0.5390749601,0.3883808884
UNH,0.1454300258,0.3202891317,-0.3581375695,-0.7439692991,0.0426649198
UHS,0.6914222698,0.2464517565,-0.2686460907,-0.5259886195,0.2188682403
VAR,0.7562068966,0.2699491454,-0.0537931034,-0.5774973064,0.2145134618
VRTX,1.4589041096,0.4396428187,-0.4520547945,-0.6766400709,0.2140460843
WAT,1.2938931298,0.2709057009,-0.0718251214,-0.6192893401,0.319420924
ZBH,0,0,0,0,0
ZTS,0,0,0,0,0
ACN,1.2214876033,0.2469150788,-0.0077134986,-0.3912348779,0.3363708857
ATVI,3.4434721799,0.3567699239,-0.1284046693,-0.564893617,0.4506278442
ADBE,0.9167987385,0.3118217436,-0.0679267572,-0.6670833333,0.2155119693
AKAM,6.5817409767,0.4841335401,-0.3099787686,-0.8429416737,0.4636156103
ADS,1.8588564574,0.3642618996,-0.0491803279,-0.7054013875,0.3039318681
GOOGL,3.9149349679,0.2819633756,-0.0032391489,-0.6529475997,0.6118895556
GOOG,0,0,0,0,0
APH,2.6267394397,0.2988502891,0,-0.634141803,0.4599025453
ADI,-0.1435977483,0.283692774,-0.527545243,-0.6630491494,-0.0541990418
AAPL,22.7403120282,0.3403661619,-0.0145948666,-0.6086673673,1.0942359117
AMAT,-0.1645320613,0.3118995358,-0.4695530657,-0.6683929942,-0.0570974256
ADSK,2.7766419275,0.3447701719,-0.0885888144,-0.769200627,0.4120318141
ADP,0.3775685881,0.193102369,-0.0226396446,-0.3719789772,0.1684978154
AVGO,0.1922126082,0.0848415225,-0.1044499382,-0.2154845696,0.2089707234
CA,-0.0484929256,0.2656672457,-0.3409149539,-0.5330449418,-0.0186568125
CSCO,0.412,0.2682564873,-0.2217142857,-0.6003521127,0.1308020126
CTXS,0.9746491625,0.3348035988,-0.3168854685,-0.567316209,0.2102068604
CTSH,6.2,0.3614696913,0,-0.6905564924,0.6034944503
GLW,1.36375738,0.3587022688,-0.0534550196,-0.7269052475,0.25033674
CSRA,0,0,0,0,0
EBAY,-0.2198311087,0.3300595396,-0.6269862889,-0.8255922561,-0.074256934
EA,-0.5345214521,0.3318138003,-0.6076567657,-0.7860639217,-0.2217809372
FFIV,6.6393244873,0.4216275471,-0.0096501809,-0.6041666667,0.5345436
FB,0,0,0,0,0
FIS,1.1299271649,0.2600954512,-0.0900533167,-0.6038022572,0.301842795
FSLR,3.9535165724,0.4636189272,-0.0056588521,-0.7196438902,0.3741160111
FISV,0.4392101551,0.2367955657,-0.1833568406,-0.5113924051,0.1565286503
FLIR,2.6756058158,0.351043822,-0.182552504,-0.5815964523,0.395861588
GPN,1.3101668445,0.266158859,-0.0470687711,-0.4877618008,0.3280034283
HRS,2.7606799471,0.2968925446,-0.0326460481,-0.570486242,0.4768488283
HPE,0,0,0,0,0
HPQ,1.343825585,0.2587424616,-0.216468317,-0.5161813389,0.3434854698
INTC,0.0667908711,0.2756632328,-0.4181509603,-0.6112525082,0.0235208738
IBM,0.5994811825,0.1865892761,-0.1306258264,-0.4427645775,0.2576177818
INTU,0.5533226764,0.2524587384,-0.1810915734,-0.4357182784,0.1782682075
JNPR,0.9079229122,0.3829666273,-0.1291934333,-0.6634570689,0.1741830904
KLAC,-0.2764097166,0.3196956214,-0.6593138938,-0.752034075,-0.0995406553
LRCX,0.9807073955,0.3853212952,-0.1961414791,-0.7499166389,0.1834983508
LLTC,-0.0252529027,0.2534221834,-0.3871269137,-0.5494457761,-0.0100758135
MA,3.913281202,0.3014263958,-0.0456521739,-0.6266304188,0.5722491585
MCHP,0.3204493215,0.2917631633,-0.2662998228,-0.5795732908,0.0965705421
MU,-0.330991413,0.4618849198,-0.8680718189,-0.9089929995,-0.0852663971
MSFT,0.301351222,0.2368088994,-0.3154888119,-0.5793623724,0.112662454
MSI,-0.1734092843,0.3684431339,-0.6117528456,-0.876515051,-0.0511799138
NTAP,0.8243478261,0.371731426,-0.3976811594,-0.7483042636,0.1666279422
NFLX,5.5650450451,0.4952194361,-0.3491891892,-0.7674478496,0.4179057413
NVDA,0.7813696299,0.4806014022,-0.5988940876,-0.8507840162,0.1236226026
ORCL,0.9486621197,0.260373652,-0.1884773663,-0.4111394558,0.2648559613
PAYX,0.222358543,0.2189400173,-0.1830113128,-0.5325437892,0.0925959318
PYPL,0,0,0,0,0
QRVO,0,0,0,0,0
QCOM,1.1102553765,0.2932937101,-0.0634368308,-0.480283482,0.2642677694
RHT,2.5334190231,0.4378872092,-0.2287917738,-0.7555004648,0.3071155302
CRM,3.5069767442,0.4094924002,-0.4424418605,-0.7049576784,0.3966329083
STX,0.0195244884,0.436448476,-0.8226112015,-0.8872516836,0.0044328924
SWKS,1.0147651007,0.4720393664,-0.488590604,-0.6942215088,0.1536567765
SYMC,0.425832953,0.3203361052,-0.0826106801,-0.6998207885,0.1126869158
TEL,-0.2318037325,0.2642256461,-0.8020484166,-0.8106193401,-0.098461502
TDC,0.0675136116,0.217602887,-0.5840290381,-0.605914718,0.0301098045
TXN,0.406763422,0.2834977444,-0.2369774529,-0.6381075481,0.1224141116
TSS,-0.1986654954,0.273726735,-0.4296206523,-0.6369665339,-0.0799905797
VRSN,0.6767473118,0.3597015725,-0.1659946237,-0.5963998105,0.1474078334
V,0.4734110507,0.2168906545,-0.2466116931,-0.5190232843,0.1821323126
WDC,2.0188976378,0.4210842957,-0.4866141732,-0.7516258129,0.2773195817
WU,-0.1525657969,0.2625562291,-0.469510405,-0.6310438515,-0.0625063426
XRX,-0.0414991857,0.3079651562,-0.6012958238,-0.7866231419,-0.013728272
XLNX,0.0286036689,0.3008686158,-0.4069175346,-0.6347496798,0.009383072
YHOO,-0.1187319885,0.3730238991,-0.4841498559,-0.7938737909,-0.0336568711
AAP,1.1834735262,0.2832226231,-0.0022664724,-0.4797974658,0.2866580298
AMZN,2.295886076,0.3936821734,-0.3125,-0.6525490974,0.3216237592
AN,0.194601381,0.3462736422,-0.7357187696,-0.8175909879,0.0517886552
AZO,1.317451961,0.2435186857,-0.0490918663,-0.3687380429,0.3599037014
BBBY,0.1119461,0.2810814817,-0.5550660793,-0.6334329633,0.0379369797
BBY,0.4799401203,0.3123560609,-0.3861625374,-0.6953262858,0.1279383772
BWA,1.3242154267,0.3355966356,-0.0487573422,-0.7233782775,0.2621008436
KMX,0.4341935484,0.3871582376,-0.5980645161,-0.786972132,0.0948020133
CCL,0.3104803111,0.3005592753,-0.464947967,-0.7108144303,0.0911538842
CBS,-0.3553081827,0.3642485527,-0.8622407414,-0.9009952512,-0.1178643124
CHTR,0.0814285714,0.0384828249,-0.1571428571,-0.1571428571,0.2041393372
CMG,1.9279545455,0.3263381205,-0.1206818182,-0.7460619585,0.3473867739
COH,1.924850635,0.3532338092,-0.1122043519,-0.7819297267,0.3206021265
CMCSA,-0.0746360239,0.3284606526,-0.4481787032,-0.6216781708,-0.0235149297
DHI,0.0336714519,0.4859231835,-0.6644401597,-0.8883648857,0.0068238343
DRI,1.4940826051,0.3242995684,-0.2392738446,-0.7020674416,0.2949695644
DLPH,0,0,0,0,0
DISCA,1.3039215686,0.2918872081,-0.3287581699,-0.6487688099,0.2980837656
DISCK,0.8675,0.2165801287,-0.388125,-0.4196799052,0.2974666464
DG,0.196216454,0.0601934913,-0.044874615,-0.1156822811,0.3002073705
DLTR,0.7375739645,0.2853114127,-0.3860946746,-0.5325872284,0.1990119012
EXPE,-0.0814022579,0.3469249062,-0.7480689245,-0.8272912424,-0.0243608515
FL,0.0731331794,0.3462553901,-0.5773672055,-0.8144016227,0.0204484427
F,0.1909544,0.4414570379,-0.8696261908,-0.9185511438,0.039917768
GPS,0.3184450295,0.2978652304,-0.4534718682,-0.6055278847,0.0940681031
GRMN,0.9601939707,0.4163861997,-0.2945451558,-0.8770597738,0.1671337247
GM,0,0,0,0,0
GPC,0.5007706628,0.1875699103,-0.1022421525,-0.4771602703,0.2208047654
GT,1.2849056604,0.4740750233,-0.3377358491,-0.9041769042,0.1816308805
HBI,0.1940163191,0.3468644007,-0.7379873073,-0.8458666667,0.0515567507
HOG,-0.1312718088,0.3648862193,-0.7680502822,-0.882550574,-0.0382815107
HAR,-0.0288520792,0.4367960647,-0.7642893491,-0.9277182695,-0.0066900782
HAS,1.4834512814,0.2443451268,-0.0476098484,-0.4693910605,0.3895750039
HD,0.158718625,0.2494600012,-0.4032737794,-0.5568453221,0.0594666134
IPG,-0.4066102998,0.3683276691,-0.7993850884,-0.8481675393,-0.1380077002
KSS,0.0352941176,0.2944255152,-0.5182256509,-0.6833565724,0.0117964862
LB,1.1672084565,0.33228153,-0.4962026084,-0.7867487396,0.2419040684
LEG,0.3751266981,0.2723702815,-0.4147795992,-0.6108531694,0.118787651
LEN,-0.4700284169,0.5302845052,-0.8919940804,-0.9428274511,-0.1159673017
LKQ,3.7194426852,0.3432713723,-0.1418619379,-0.6278290025,0.4887763866
LOW,0.27814555,0.2744312492,-0.3373730163,-0.605954425,0.0904947128
M,0.3452150635,0.3971937856,-0.6637205111,-0.8741194502,0.0757496137
MAR,0.8347121982,0.3016678779,-0.3282938518,-0.7558890638,0.2073219356
MAT,0.3632296473,0.2557848267,-0.3599720216,-0.6135966997,0.1229859346
MCD,2.5802082961,0.1915413707,-0.0941644562,-0.2136863997,0.7098976034
KORS,0,0,0,0,0
MHK,-0.0372703412,0.3243503802,-0.7006124234,-0.8343979868,-0.0116834956
NWL,-0.2902892091,0.3125421332,-0.7977092439,-0.8449143535,-0.1078104007
NWSA,0,0,0,0,0
NWS,0,0,0,0,0
NKE,1.9083687564,0.234667567,-0.0712016446,-0.4412971993,0.4799079763
JWN,3.5577653392,0.3785779083,-0.1548695529,-0.8656631081,0.4324630585
ORLY,1.736935341,0.2611472184,0,-0.452661946,0.4054512289
OMC,0.1921572305,0.2193468151,-0.343981708,-0.5879053465,0.0808065931
RL,2.2723164319,0.3219843876,-0.0361538462,-0.6862430053,0.3907319536
PCLN,7.8422910946,0.42967947,-0.3409180071,-0.6629672061,0.5665205436
PHM,-0.2694887319,0.4617439515,-0.5364065974,-0.847542811,-0.0669223746
PVH,2.976645664,0.3408019831,-0.0210231254,-0.777899289,0.4341598712
ROST,1.5710428292,0.2751860891,-0.0001859033,-0.4650205761,0.359727507
RCL,0.3569427442,0.4357741646,-0.7467531356,-0.894941077,0.0710952006
SNI,0.0552612943,0.1993556901,-0.5608341215,-0.5659407015,0.0270429729
SIG,0.3016294965,0.3750449938,-0.7303290684,-0.8610141899,0.0711952307
SNA,0.8277355136,0.2673388617,-0.1602195267,-0.6578448199,0.2324308327
SWK,1.4314666475,0.2663062848,-0.0426794307,-0.6242990492,0.3487611805
SPLS,0.8556296215,0.2897074518,0,-0.4910421955,0.220039603
SBUX,0.9162664602,0.294199261,-0.4623172103,-0.8190764572,0.2283203932
TGT,0.5544264909,0.2831442697,-0.2842331714,-0.6294948191,0.1592106139
TGNA,0,0,0,0,0
TIF,0.4406381578,0.3420576379,-0.4546379429,-0.6952093557,0.1086603487
TWX,-0.0959325318,0.2690882388,-0.5092658085,-0.6692974844,-0.0372757
TJX,1.5056644782,0.2464516399,-0.0055248619,-0.5011242137,0.3902024539
