ticker,return,volatility,draw_down,max_draw_down,sharpe
Avg_SP500,1.11077011132,0.173749346565,-0.135135621652,-0.370645425098,0.258075291889
industrials,0.934387034027,0.17238383334,-0.126911728072,-0.357283212011,0.290132772832
health_care,0.994073681515,0.169605771741,-0.166553493801,-0.373599907241,0.206762458451
information_technology,1.21421549643,0.189729774917,-0.169750210683,-0.388310609543,0.200479015112
consumer_discretionary,0.870853733352,0.170835437789,-0.150346177686,-0.379064962257,0.235829556504
utilities,0.646581940225,0.125023332556,-0.0620285706956,-0.284840243838,0.374272725675
financials,0.449295309084,0.180121104103,-0.189214026256,-0.406496314842,0.12805260806
materials,1.46020411564,0.179873936727,-0.09532854779,-0.370446792148,0.297530974409
consumer_staples,1.82937892164,0.127876327934,-0.0971337003519,-0.291067729399,0.247998729252
real_estate,2.06906780727,0.198463231099,-0.0700276245856,-0.396877118921,0.471538625933
energy,1.96785322176,0.20978221129,-0.0536404348098,-0.400291902317,0.439024334929
telecommunications_services,-0.0803784405501,0.164465926738,-0.283611197171,-0.354492558553,-0.0355476896949
MMM,0.532874129677,0.122950191069,-0.021518598217,-0.263403196137,0.354794208371
AYI,1.63132229815,0.222283822295,-0.038097259513,-0.396111856611,0.456807163848
ALK,-0.270837533636,0.285130315873,-0.631420191265,-0.749430903629,-0.109002830463
ALLE,0.0,0.0,0.0,0.0,0
AAL,-0.0928195299757,0.301585578253,-0.50659620204,-0.611805004297,-0.0321309678934
AME,2.02257451384,0.173343849644,-0.00284311191523,-0.232630585768,0.6744445222
ARNC,-0.242576911813,0.213371655837,-0.383771698221,-0.57773167469,-0.128368111626
BA,3.07824052059,0.167485562562,-0.0166035537431,-0.23651220247,0.900740345329
CHRW,0.0339660166568,0.216593947432,-0.12986040785,-0.619921589727,0.0154410390889
CAT,2.10691806082,0.186432741912,0.0,-0.244264884167,0.643598360307
CTAS,-0.402157960707,0.126134871521,-0.478309463805,-0.49964610439,-0.397372658588
CSX,2.07214055982,0.215252107234,-0.058327020063,-0.312721522493,0.551577803422
CMI,8.44200130485,0.27331784935,0.0,-0.360147702372,0.92055960849
DE,2.3689060947,0.218767296972,-0.0395846852693,-0.289726421346,0.590070005143
DAL,-0.170396412531,0.225279334748,-0.566537179918,-0.626364079565,-0.0821202500162
DOV,0.28778677333,0.155938507361,-0.189924340464,-0.415857930106,0.164197440684
DNB,0.41841821935,0.143150648925,-0.0197850512946,-0.382308166367,0.248394532733
ETN,1.46646146114,0.167865961548,-0.0169308357349,-0.314357600645,0.562588706347
EMR,0.793397931965,0.154894746748,-0.0329218106996,-0.37956854134,0.388173859846
EFX,0.327059621729,0.134655339549,-0.0890379971449,-0.334162694877,0.213055647526
EXPD,0.232895967884,0.22007073895,-0.0795200892857,-0.572777098682,0.0960997557975
FAST,0.48021736036,0.209216852763,-0.0362195812111,-0.570866730664,0.191102195611
FDX,0.579403553385,0.145312069578,-0.0859139322504,-0.316970272286,0.321694926901
FLS,3.31134915087,0.26391239239,-0.156452194495,-0.350776561591,0.595930072886
FLR,1.31811821496,0.246292410401,-0.0747531734838,-0.450233046472,0.355977387836
FTV,0.0,0.0,0.0,0.0,0
